id,app,content,score,timestamp,aspects,opinions,sentiments,categories,mapped_categories
1069,Meezan Bank,good,5,03/07/2025 19:52,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1070,Meezan Bank,good,5,03/07/2025 19:39,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1071,Meezan Bank,it just works 👌,5,03/07/2025 19:33,['NULL'],['NULL'],['positive'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
1072,Meezan Bank,excellent BNAK in Pakistan,5,03/07/2025 19:24,['BNAK'],['excellent'],['positive'],['RESTAURANT#GENERAL'],['LOCATION_FEEDBACK_MISC']
1073,Meezan Bank,app is good but too slow than older app,3,03/07/2025 17:21,['app'],['good'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
1074,Meezan Bank,Very good bank in pakistan,5,03/07/2025 17:12,['bank'],['good'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
1075,Meezan Bank,going really bad at the moment. nothing happens after I click login after putting in my username and password. no error no nothing. it's like nothing happens. the loading icon appears for a second and than back to login. tried reinstalling multiple times as well,1,03/07/2025 16:34,['NULL'],['bad'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
1076,Meezan Bank,"since the classic app forced to update with this new one. New one has many things need to be fixed. 1. can't login to old one it keep displaying update app. even though I have updated the new version. 2. can not able to pay mobile phone postpaid bill. 3. all Beneficiary not showing, when try to add it won't allow duplicate entry. 4. Fix all issue on urgently or other wise let user allow to use classic app .",2,03/07/2025 14:23,['classic app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
1077,Meezan Bank,easy and helpful i like it,5,03/07/2025 13:28,['NULL'],['easy'],['positive'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
1078,Meezan Bank,great App for easy payment method,5,03/07/2025 13:06,['App'],['great'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
1079,Meezan Bank,Good,5,03/07/2025 12:54,['NULL'],['Good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1080,Meezan Bank,There is Alot of login issues every time when i try to login always show that wrong username or password and when i try to reset my password they show that even account nmbr was invalid so slow service of online banking,1,03/07/2025 12:54,"['login issues', 'service of online banking']","['Alot', 'slow']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SUPPORT#GENERAL']","['APP#PERFORMANCE', 'CUSTOMER_SUPPORT']"
1081,Meezan Bank,Good mobile meezan Bank apps,5,03/07/2025 12:29,['meezan Bank apps'],['Good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1082,Meezan Bank,Excellent as the Meezan bank is on the way to provide more services response compared to other banking networks.,5,03/07/2025 12:12,['Meezan bank'],['Excellent'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
1083,Meezan Bank,nice one,5,03/07/2025 11:05,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1084,Meezan Bank,good,5,03/07/2025 10:53,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1085,Meezan Bank,Nice App,5,03/07/2025 10:45,['App'],['Nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1086,Meezan Bank,very good,4,03/07/2025 9:41,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1087,Meezan Bank,Best banking in pakistan,5,03/07/2025 9:10,['banking'],['Best'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
1088,Meezan Bank,very good 👍👍👍👍👍,5,03/07/2025 8:34,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1089,Meezan Bank,Usefull,5,03/07/2025 8:33,['NULL'],['Usefull'],['positive'],['LAPTOP#USABILITY'],['APP#USABILITY']
1090,Meezan Bank,good,4,03/07/2025 8:26,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1091,Meezan Bank,good,5,03/07/2025 8:02,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1092,Meezan Bank,good app,5,03/07/2025 7:26,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1093,Meezan Bank,very poor service I am facing many issue on this App I cannot be able to do transaction.,1,03/07/2025 6:42,['service'],['poor'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
1094,Meezan Bank,nice 👍👍👍,5,03/07/2025 5:38,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1095,Meezan Bank,"this app is good but there isn't any feature to see statements with filters which i tried to see my statements error came that please add filer but there isn't any option for that, so i need to download classic app for that please fix this issue.",4,03/07/2025 4:52,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1096,Meezan Bank,worst app ever. super outdated design and almost chalti hi nahi aur agar chal jaye toh 10 15 mint le jati. kindly hire good designers and developers.,1,03/07/2025 4:03,['app'],['worst'],['negative'],['SOFTWARE#DESIGN_FEATURES'],['APP#DESIGN_FEEDBACK']
1097,Meezan Bank,Mezan Banks service & Application very disappointed me i am new user and a month ago these app no working with me. i called Mezan bank multiple time but they did not fix it my query yet.,1,03/07/2025 3:51,"['service', 'app']","['disappointed', 'NULL']","['negative', 'negative']","['SERVICE#GENERAL', 'SOFTWARE#OPERATION_PERFORMANCE']","['BRANCH_SERVICE', 'APP#PERFORMANCE']"
1098,Meezan Bank,"This is the most boring and useless application in the world, from Meezan Bank.",1,03/07/2025 3:12,['application'],['boring'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1099,Meezan Bank,good,5,03/07/2025 2:20,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1100,Meezan Bank,ok,5,02/07/2025 23:37,['NULL'],['ok'],['neutral'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1101,Meezan Bank,nice 👍 app,5,02/07/2025 23:29,['app'],['nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1102,Meezan Bank,very poor this app every day need update this is not good during emargancy need,1,02/07/2025 23:08,['app'],['poor'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1103,Meezan Bank,Soo nice appp,5,02/07/2025 22:32,['appp'],['nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1104,Meezan Bank,excellent due to Payoneer account linking option,5,02/07/2025 22:28,['Payoneer account linking option'],['excellent'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1105,Meezan Bank,good app,5,02/07/2025 21:26,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1106,Meezan Bank,this app has issues related to transactions.,3,02/07/2025 20:50,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
1107,Meezan Bank,good,5,02/07/2025 20:33,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1108,Meezan Bank,good,5,02/07/2025 20:15,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1109,Meezan Bank,Good,5,02/07/2025 20:15,['NULL'],['Good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1110,Meezan Bank,v good,5,02/07/2025 19:19,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1111,Meezan Bank,excellent 100%,5,02/07/2025 19:19,['NULL'],['excellent'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1112,Meezan Bank,"Trying to log in since months but it always asks for biometric and gets stuck after scaning left hand, same works ok on iOS.",1,02/07/2025 18:42,"['biometric', 'iOS']","['NULL', 'ok']","['negative', 'neutral']","['SUPPORT#GENERAL', 'SOFTWARE#OPERATION_PERFORMANCE']","['CUSTOMER_SUPPORT', 'APP#PERFORMANCE']"
1113,Meezan Bank,Excellent ...easy to use,5,02/07/2025 18:22,['NULL'],['Excellent'],['positive'],['LAPTOP#USABILITY'],['APP#USABILITY']
1114,Meezan Bank,okay,5,02/07/2025 18:12,['NULL'],['okay'],['neutral'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1115,Meezan Bank,Excellent services,5,02/07/2025 18:12,['services'],['Excellent'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
1116,Meezan Bank,pathetic UI/UX and load time is like waiting for centuries,1,02/07/2025 16:53,"['UI/UX', 'load time']","['pathetic', 'NULL']","['negative', 'negative']","['OS#GENERAL', 'OS#OPERATION_PERFORMANCE']","['SYSTEM_UI', 'SYSTEM#PERFORMANCE']"
1117,Meezan Bank,It's good and work well,1,02/07/2025 16:53,['NULL'],['good'],['positive'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
1118,Meezan Bank,good,5,02/07/2025 16:34,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1119,Meezan Bank,very fantastic app,5,02/07/2025 15:50,['app'],['fantastic'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1120,Meezan Bank,ok,5,02/07/2025 15:43,['NULL'],['ok'],['neutral'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1121,Meezan Bank,"Very slow, very buggy and Pathetic",1,02/07/2025 15:11,['NULL'],['slow'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
1122,Meezan Bank,Ok,5,02/07/2025 15:02,['NULL'],['NULL'],['neutral'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1123,Meezan Bank,good,5,02/07/2025 15:01,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1124,Meezan Bank,amazing 😍😍,5,02/07/2025 14:59,['NULL'],['amazing'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1125,Meezan Bank,I'm satisfied...,5,02/07/2025 14:45,['NULL'],['satisfied'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1126,Meezan Bank,nice,5,02/07/2025 14:24,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1127,Meezan Bank,please don't taken tax from me because I am student,5,02/07/2025 13:29,['tax'],['NULL'],['negative'],['PAYMENT#GENERAL'],['TAX_CHARGES_FEEDBACK']
1128,Meezan Bank,good,5,02/07/2025 12:52,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1129,Meezan Bank,good 👍,5,02/07/2025 12:43,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1130,Meezan Bank,very good bank,5,02/07/2025 12:30,['bank'],['good'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
1131,Meezan Bank,Nice,5,02/07/2025 12:28,['NULL'],['Nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1132,Meezan Bank,this app is very easy to use rather than other banks app . this is a user friendly app.,5,02/07/2025 12:10,['app'],['easy'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
1133,Meezan Bank,"Disappointing experience with Meezan Mobile Banking App. It's slower than the classic app, with frustrating loading times. I tried to make a payment, but the app was stuck loading, so I closed it and retried, but it ended up deducting the amount twice. I'm really disappointed with the app's performance.",1,02/07/2025 11:59,['Meezan Mobile Banking App'],['disappointed'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
1134,Meezan Bank,good,5,02/07/2025 11:53,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1135,Meezan Bank,very good 👍,5,02/07/2025 11:22,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1136,Meezan Bank,good,5,02/07/2025 10:43,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1137,Meezan Bank,awsum,5,02/07/2025 10:23,['awsum'],['NULL'],['neutral'],['COMPANY#GENERAL'],['BANK_REPUTATION']
1138,Meezan Bank,Best banking app ever... easy to use and navigate.... Best UI UX,5,02/07/2025 10:04,"['banking app', 'UI UX']","['Best', 'easy to use and navigate']","['positive', 'positive']","['SOFTWARE#USABILITY', 'SOFTWARE#USABILITY']","['APP#USABILITY_FEATURES', 'APP#USABILITY_FEATURES']"
1139,Meezan Bank,little bit slow,4,02/07/2025 9:50,['NULL'],['slow'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
1140,Meezan Bank,We have benefited from Meezan Bank app,5,02/07/2025 8:53,['Meezan Bank app'],['benefited'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1141,Meezan Bank,👍,5,02/07/2025 6:53,['NULL'],['NULL'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1142,Meezan Bank,"WHAT'S GOING ON WITH EVERY UPDATE THERE'S SOME NEW PROBLEM POPPING UP !???? WHY THE TRANSACTION HISTORY KEEP SHOWING ""LOADING"" BUT IT NEVER LOADS !???",1,02/07/2025 6:00,['TRANSACTION HISTORY'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
1143,Meezan Bank,V Good,5,02/07/2025 5:46,['V'],['Good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1144,Meezan Bank,It is very fast and reliable at least works when needed,5,02/07/2025 5:34,['NULL'],['fast'],['positive'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
1145,Meezan Bank,"easy to use, easy to handle, easy to transfer funds, and always online available 😀",5,02/07/2025 4:50,['NULL'],['easy'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
1146,Meezan Bank,good app,5,02/07/2025 1:24,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1147,Meezan Bank,Good,5,02/07/2025 0:18,['NULL'],['Good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1148,Meezan Bank,Please get a good UI designer. The design isn't that good 🙏,3,02/07/2025 0:05,['UI designer'],['good'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1149,Meezan Bank,good service,5,01/07/2025 23:47,['service'],['good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
1150,Meezan Bank,"The app is overall very good and user-friendly. However, it would be much better if you could add the option to download account statements. Please consider adding this feature. Thanks!",5,01/07/2025 23:15,"['app', 'option to download account statements']","['good', 'user-friendly']","['positive', 'positive']","['SOFTWARE#GENERAL', 'SOFTWARE#USABILITY']","['APP#FEATURES', 'APP#USABILITY_FEATURES']"
1151,Meezan Bank,slow working,1,01/07/2025 23:01,['NULL'],['slow'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
1152,Meezan Bank,every time the bank updates the app it gets worse the username and password doesn't work after every update and asks for too much,1,01/07/2025 22:42,"['bank updates the app', 'username and password']","['worse', 'NULL']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'APP#PERFORMANCE']"
1153,Meezan Bank,very good 👍,5,01/07/2025 22:31,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1154,Meezan Bank,"It would be good if you could add email & phone number updates in account settings in the app or on the website. Otherwise, the app is perfect.",3,01/07/2025 22:22,['app'],['perfect'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
1155,Meezan Bank,good banking system,5,01/07/2025 22:16,['banking system'],['good'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
1156,Meezan Bank,good,5,01/07/2025 21:37,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1157,Meezan Bank,abslute fantastic,5,01/07/2025 21:29,['NULL'],['fantastic'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1158,Meezan Bank,Good Service,5,01/07/2025 21:14,['Service'],['Good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
1159,Meezan Bank,Pakistan no 1 bank system,5,01/07/2025 21:00,['Pakistan no 1 bank system'],['NULL'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
1160,Meezan Bank,Excellent Application,5,01/07/2025 20:57,['Application'],['Excellent'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1161,Meezan Bank,good service 💯 👍,5,01/07/2025 20:33,['service'],['good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
1162,Meezan Bank,very good app i am so happy after using this because my all problems solved in this app.,5,01/07/2025 20:29,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1163,Meezan Bank,Very bad experience with this app.....es app mai payment stuck ka issues bot zaida arha or es per jaldi sy koi hal b nae kia jata bot delay hota very bad,1,01/07/2025 20:15,['app'],['bad'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
1164,Meezan Bank,very nice 👍,5,01/07/2025 19:54,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1165,Meezan Bank,very nice👏👏👏👏👏👏👏,5,01/07/2025 19:25,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1166,Meezan Bank,good,1,01/07/2025 19:18,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1167,Meezan Bank,good,5,01/07/2025 17:42,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1168,Meezan Bank,well,5,01/07/2025 17:33,['NULL'],['well'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1169,Meezan Bank,good,5,01/07/2025 17:23,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1170,Meezan Bank,very good 👍,5,01/07/2025 16:03,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1171,Meezan Bank,from last 2 months i can't login the new app. the old app also doesn't work.,1,01/07/2025 16:02,"['new app', 'old app']","['NULL', 'NULL']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'APP#PERFORMANCE']"
1172,Meezan Bank,nice,5,01/07/2025 15:37,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1173,Meezan Bank,very good,5,01/07/2025 15:34,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1174,Meezan Bank,Fantastic banking services,5,01/07/2025 15:10,['banking services'],['Fantastic'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
1175,Meezan Bank,excellent 👍,5,01/07/2025 15:06,['NULL'],['excellent'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1176,Meezan Bank,"I found this application design awesome but still application loading time is too much.i encountered difficulty in opening the application today, evertime it directs me to install application via play store and even after doing so it again turn to same page resulting no application access further more .Plz fix this issue to make it suitable for every one to operate easily",1,01/07/2025 15:02,"['application design', 'application loading time']","['awesome', 'too much']","['positive', 'negative']","['SOFTWARE#DESIGN_FEATURES', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#DESIGN_FEEDBACK', 'APP#PERFORMANCE']"
1177,Meezan Bank,nice,5,01/07/2025 14:09,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1178,Meezan Bank,"New options are much better then the old version. The only thing I observed it's heavy app, took time in loading. Developers should work on this.",5,01/07/2025 14:02,"['options', 'app']","['better', 'heavy']","['positive', 'negative']","['SOFTWARE#GENERAL', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#FEATURES', 'APP#PERFORMANCE']"
1179,Meezan Bank,very good,5,01/07/2025 13:53,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1180,Meezan Bank,amazing experience with meezan digital app I appreciate the Meezan,5,01/07/2025 12:40,['meezan digital app'],['amazing'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1181,Meezan Bank,bad app,1,01/07/2025 12:31,['app'],['bad'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1182,Meezan Bank,still many features missing,3,01/07/2025 12:30,['NULL'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1183,Meezan Bank,Good,5,01/07/2025 12:26,['NULL'],['Good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1184,Meezan Bank,nice,5,01/07/2025 12:07,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1185,Meezan Bank,good👍,5,01/07/2025 11:40,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1186,Meezan Bank,Good working,5,01/07/2025 11:37,['working'],['Good'],['positive'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
1187,Meezan Bank,v nice options,5,01/07/2025 11:29,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1188,Meezan Bank,Good service,4,01/07/2025 11:25,['service'],['Good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
1189,Meezan Bank,Meezan Bank is very good bank and it's staff also very punctual and loyal and hard worker,4,01/07/2025 10:47,['staff'],['puncual'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
1190,Meezan Bank,very good Bank app,5,01/07/2025 10:44,['Bank app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1191,Meezan Bank,poor sever and pement send problem,1,01/07/2025 8:33,['NULL'],['poor'],['negative'],['LAPTOP#QUALITY'],['APP#QUALITY_FEEDBACK']
1192,Meezan Bank,Nice beautiful app,5,01/07/2025 7:28,['app'],['Nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1193,Meezan Bank,easy to use,5,01/07/2025 5:18,['NULL'],['easy'],['positive'],['LAPTOP#USABILITY'],['APP#USABILITY']
1194,Meezan Bank,a great services,5,01/07/2025 4:34,['services'],['great'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
1195,Meezan Bank,The app is good but u guys need to update its app design cuz it looks old.. u can have some ideas from nayapay or sadapay or maybe jazzcash .. u guys should update ur app interface also some card management details like card limits and other things otherwise service is great,5,01/07/2025 3:23,"['app', 'app interface', 'card management details']","['good', 'old', 'great']","['positive', 'negative', 'negative']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES', 'APP#FEATURES']"
1196,Meezan Bank,"WTH! You want so many documents which is so annoying AND A SELFIE? WHYY??? AND YET after completing the verification, I have to wait 2 hours to access the app?? What if I wanted to make an urgent payment?? JUST WHYYY",1,01/07/2025 3:00,"['documents', 'app']","['annoying', 'NULL']","['negative', 'negative']","['LAPTOP#GENERAL', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#GENERAL_EXPERIENCE', 'APP#PERFORMANCE']"
1197,Meezan Bank,naice,5,01/07/2025 2:03,['naice'],['NULL'],['neutral'],['RESTAURANT#GENERAL'],['LOCATION_FEEDBACK_MISC']
1198,Meezan Bank,wow,5,01/07/2025 1:30,['NULL'],['wow'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1199,Meezan Bank,Please! Renew the UI/UX,5,01/07/2025 1:02,['UI/UX'],['Renew'],['positive'],['OS#GENERAL'],['SYSTEM_UI']
1200,Sunwai,good,5,09/07/2025 22:04,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1201,Sunwai,I am unable to login after sing up. Can app developer help me. I am unable to share screen shot in review.,1,08/07/2025 12:58,"['login', 'app developer', 'screen shot']","['unable', 'help', 'unable']","['negative', 'positive', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'APP#PERFORMANCE', 'APP#PERFORMANCE']"
1202,Sunwai,seems useless,1,03/07/2025 1:05,['NULL'],['useless'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
1203,Sunwai,bakwas hai sara masala hall ni krtay direct ap ki complain drop kr k msg krtay solve hogaya halank wo usitarah pending Chal Raha HOTA hai,1,30/06/2025 15:13,['bakwas'],['NULL'],['negative'],['RESTAURANT#GENERAL'],['LOCATION_FEEDBACK_MISC']
1204,Sunwai,Stunning,5,29/06/2025 9:33,['NULL'],['Stunning'],['positive'],['LAPTOP#DESIGN_FEATURES'],['UI_UX#DESIGN']
1205,Sunwai,we can't complain against branchless banking like Sadapay Nayapay,1,25/06/2025 13:48,['branchless banking'],"[""can't complain""]",['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
1206,Sunwai,very helpful app for everyone.,5,06/06/2025 12:18,['app'],['helpful'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1207,Sunwai,very bed,1,05/06/2025 18:35,['bed'],['NULL'],['positive'],['AMBIENCE#GENERAL'],['ENVIRONMENT_FEEDBACK']
1208,Sunwai,"I was Happy to see this App. But When I was looking for HBL KONNECT option. It was not present there. I want to file a dispute against HBL KONNECT, Which is a Product of HBL. Kindly List all the Options HBL KONNECT Nayapay SADAPAY I hope Team will look into it .",3,05/06/2025 10:32,['HBL KONNECT'],['Have a dispute'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1209,Sunwai,"Please add missing UBL branch Wah Model Town, GT Road,",2,01/06/2025 19:08,"['UBL branch Wah Model Town', 'GT Road']","['missing', 'NULL']","['negative', 'negative']","['RESTAURANT#GENERAL', 'RESTAURANT#GENERAL']","['LOCATION_FEEDBACK_MISC', 'LOCATION_FEEDBACK_MISC']"
1210,Sunwai,This platform is also useless and not Helpful. I raised 2time complaint to provide all the supporting documents. my issue is still not resolved. they closed my complaint without solving it and status shows it is resolved. (complain No.83655 & 88636) without solving it and status shows it is resolved.,1,31/05/2025 15:07,['platform'],['useless'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
1211,Sunwai,Unable to reset my password since one year,1,31/05/2025 9:48,['password'],['Unable to reset'],['negative'],['KEYBOARD#OPERATION_PERFORMANCE'],['BIOMETRIC#LOGIN_ISSUES']
1212,Sunwai,sunwai portal is not working,1,27/05/2025 8:32,['sunwai portal'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
